scene_name,shape_policy,method_name,psf_name,sigma,kernel_size,downsampling_ratio,msi_band_count,spatial_snr,spectral_snr,fwhm_factor,seed,gt_shape,lr_hsi_shape,hr_msi_shape,prediction_clipped,prediction_clip_min,prediction_clip_max,framework,training_time_sec,inference_time_sec,num_parameters,flops,gpu_memory_mb,RMSE,PSNR,SSIM,UIQI,ERGAS,SAM,status,error,runtime_seconds
DC_data,strict,SpectraMorph,gaussian,3.4,15,4,3,35.0,40.0,4.2,42,"(1280, 307, 191)","(320, 76, 191)","(1280, 307, 3)",True,0.0,1.0,tensorflow,82.329843506217,0.015290683135390282,11271,9503737601,301.369140625,0.015521790246217323,36.125683588736095,0.9878790767013093,0.9750621865713246,2.8410574992415762,2.194922924041748,success,,253.419499238953
DC_data,strict,SpectraMorph,gaussian,3.4,15,4,4,35.0,40.0,4.2,42,"(1280, 307, 191)","(320, 76, 191)","(1280, 307, 4)",True,0.0,1.0,tensorflow,83.59093223698437,0.015049871988594532,12295,10308519681,301.6474609375,0.01254749468596995,37.94957556246347,0.9906061228461728,0.9750554366319845,2.7845600842582945,1.9469064474105835,success,,254.22087490325794
DC_data,strict,SpectraMorph,gaussian,3.4,15,4,8,35.0,40.0,4.2,42,"(1280, 307, 191)","(320, 76, 191)","(1280, 307, 8)",True,0.0,1.0,tensorflow,79.46990666771308,0.014983545988798141,16391,13527648001,303.81640625,0.008722368189737395,41.03288135933057,0.9933422581049565,0.9755230587718989,3.1349412272042887,1.3743714094161987,success,,251.24804681167006
DC_data,strict,SpectraMorph,gaussian,3.4,15,8,3,30.0,40.0,4.2,42,"(1280, 307, 191)","(160, 38, 191)","(1280, 307, 3)",True,0.0,1.0,tensorflow,68.97421689098701,0.015995912719517946,11271,9503737601,297.217529296875,0.01584034135371646,35.95239503099443,0.9876037710428508,0.9761201570111573,2.542383540326917,2.246792793273926,success,,240.30450018169358
DC_data,strict,SpectraMorph,gaussian,3.4,15,8,4,30.0,40.0,4.2,42,"(1280, 307, 191)","(160, 38, 191)","(1280, 307, 4)",True,0.0,1.0,tensorflow,67.63626078190282,0.015053297858685255,12295,10308519681,297.588623046875,0.012781980820069112,37.79245782298048,0.9906421409286326,0.9767830130219688,2.4250525957239875,2.0265660285949707,success,,238.77198419393972
DC_data,strict,SpectraMorph,gaussian,3.4,15,8,8,30.0,40.0,4.2,42,"(1280, 307, 191)","(160, 38, 191)","(1280, 307, 8)",True,0.0,1.0,tensorflow,68.89353819889948,0.015282975975424051,16391,13527648001,303.630859375,0.008976781827510664,40.79355416825155,0.9933135674589008,0.9761777829247477,2.777325571051208,1.459797978401184,success,,240.34715044731274
DC_data,strict,SpectraMorph,moffat,3.4,15,4,3,35.0,40.0,4.2,42,"(1280, 307, 191)","(320, 76, 191)","(1280, 307, 3)",True,0.0,1.0,tensorflow,79.50749611388892,0.014982863795012236,11271,9503737601,301.740234375,0.014553020504923356,36.678469935335094,0.9891733714640107,0.9776281865326942,2.8492919538643964,2.027207851409912,success,,250.36567918211222
DC_data,strict,SpectraMorph,moffat,3.4,15,4,4,35.0,40.0,4.2,42,"(1280, 307, 191)","(320, 76, 191)","(1280, 307, 4)",True,0.0,1.0,tensorflow,76.87035284237936,0.014923169277608395,12295,10308519681,301.369140625,0.011988189102183945,38.33890566114062,0.991068992925776,0.9775789598731145,2.8539938720587235,1.8340595960617065,success,,247.88207500288263
DC_data,strict,SpectraMorph,moffat,3.4,15,4,8,35.0,40.0,4.2,42,"(1280, 307, 191)","(320, 76, 191)","(1280, 307, 8)",True,0.0,1.0,tensorflow,78.74985784105957,0.015317168086767197,16391,13527648001,303.81640625,0.008447660565288336,41.302054484335606,0.9934766042285392,0.9768897628692995,3.114963595801638,1.3366775512695312,success,,251.0048323990777
DC_data,strict,SpectraMorph,moffat,3.4,15,8,3,30.0,40.0,4.2,42,"(1280, 307, 191)","(160, 38, 191)","(1280, 307, 3)",True,0.0,1.0,tensorflow,72.1810829360038,0.01489165797829628,11271,9503737601,297.588623046875,0.014940100719280959,36.453858733203425,0.9889066797340416,0.9763559529902828,2.784803440463448,2.099553108215332,success,,247.26931061130017
DC_data,strict,SpectraMorph,moffat,3.4,15,8,4,30.0,40.0,4.2,42,"(1280, 307, 191)","(160, 38, 191)","(1280, 307, 4)",True,0.0,1.0,tensorflow,70.28914028126746,0.015197080094367266,12295,10308519681,297.495849609375,0.012332752456065866,38.09721380708402,0.9910841437839232,0.9762805267953083,2.787543175049682,1.9214962720870972,success,,241.52032609796152
DC_data,strict,SpectraMorph,moffat,3.4,15,8,8,30.0,40.0,4.2,42,"(1280, 307, 191)","(160, 38, 191)","(1280, 307, 8)",True,0.0,1.0,tensorflow,73.5346926827915,0.014974202960729599,16391,13527648001,303.630859375,0.00865322277339466,41.10310742196391,0.9933904803988679,0.9753946769353955,3.102369191193163,1.4139927625656128,success,,244.80608298024163
